,volatile acidity,total sulfur dioxide,density,pH,alcohol,quality_category
548,0.35,69.0,0.9994,3.12,10.4,media
549,0.53,25.0,0.9975,3.27,9.4,media
550,0.51,25.0,0.9958,3.33,9.5,media
551,0.43,45.0,0.998,3.19,10.0,media
552,0.46,44.0,0.998,3.12,10.0,media
553,1.04,96.0,0.9934,3.74,11.5,baja
554,0.645,23.0,1.00315,2.92,11.1,baja
555,0.645,23.0,1.00315,2.92,11.1,baja
556,0.53,17.0,1.0002,3.07,11.7,media
557,0.645,23.0,1.00315,2.92,11.1,baja
558,0.53,17.0,1.0002,3.07,11.7,media
559,0.47,47.0,1.0021,3.3,12.7,media
560,0.6,19.0,0.9994,3.14,11.4,baja
561,0.44,121.0,0.9978,3.23,9.2,baja
562,0.54,110.0,0.9982,3.08,9.2,baja
563,0.29,60.0,0.9971,3.31,10.1,media
564,0.47,47.0,1.0021,3.3,12.7,media
565,0.6,19.0,0.9994,3.14,11.4,baja
566,0.7,15.0,0.9991,3.32,9.0,media
567,0.7,15.0,0.9991,3.32,9.0,media
568,0.5,20.0,0.999,3.31,10.7,media
569,0.36,42.0,0.9946,3.57,11.7,media
570,0.35,37.0,1.0003,3.32,11.0,media
571,0.36,42.0,0.9946,3.57,11.7,media
572,0.24,28.0,0.9978,3.14,10.4,baja
573,0.59,47.0,0.9991,3.3,9.6,baja
574,0.34,78.0,0.9992,3.19,10.0,media
575,0.27,46.0,0.9993,3.2,10.2,media
576,0.5,14.0,0.9978,3.34,10.0,baja
577,0.44,111.0,0.9982,3.3,9.5,baja
578,0.47,110.0,0.9982,3.29,9.8,baja
579,0.31,40.0,0.9976,3.14,9.8,media
580,0.5,14.0,1.0002,3.19,9.6,baja
581,0.5,14.0,1.0002,3.19,9.6,baja
582,0.49,15.0,1.0,3.19,9.2,baja
583,0.28,21.0,0.9976,2.98,9.9,media
584,0.33,80.0,1.0002,3.3,10.7,media
585,0.51,38.0,0.998,3.47,9.6,media
586,0.31,47.0,0.9986,3.12,10.6,media
587,0.73,102.0,0.9967,3.26,9.3,baja
588,0.42,50.0,0.9917,3.72,14.0,alta
589,0.29,13.0,0.9976,3.05,10.5,media
590,0.45,75.0,0.9987,3.35,9.7,baja
591,0.39,149.0,0.9922,3.12,11.5,media
592,0.45,75.0,0.9987,3.35,9.7,baja
593,0.49,43.0,1.0004,3.29,9.0,baja
594,0.72,38.0,0.9978,3.4,9.5,baja
595,0.595,109.0,0.9998,3.27,9.3,baja
596,0.4,24.0,0.9994,3.04,9.3,media
597,0.58,18.0,0.998,3.09,10.0,media
598,0.585,30.0,0.9967,3.2,9.8,media
599,0.59,22.0,1.0,3.0,9.3,media
600,0.915,23.0,0.9962,3.26,10.0,baja
601,0.46,35.0,1.0006,3.1,9.0,media
602,0.835,14.0,0.9975,3.3,9.3,baja
603,0.46,35.0,1.0006,3.1,9.0,media
604,0.58,63.0,0.9984,3.17,9.1,media
605,0.6,24.0,0.9984,3.31,9.2,media
606,0.41,20.0,0.9973,3.34,12.2,media
607,0.48,52.0,0.9982,3.31,10.5,media
608,0.65,65.0,1.0026,3.32,10.4,media
609,0.36,39.0,0.9956,3.56,12.7,media
610,0.24,57.0,0.9983,3.39,9.2,baja
611,0.38,16.0,1.0006,2.98,9.4,baja
612,0.64,29.0,0.9965,3.32,10.0,media
613,0.39,29.0,0.9962,3.26,9.8,baja
614,0.755,103.0,0.9969,2.87,10.2,media
615,0.6,71.0,0.9997,3.5,9.7,baja
616,0.6,71.0,0.9997,3.5,9.7,baja
617,0.31,28.0,0.9982,3.03,9.8,media
618,0.46,17.0,1.0006,3.13,10.2,baja
619,0.37,16.0,0.9988,3.09,9.3,baja
620,0.54,112.0,0.9976,3.27,9.4,baja
621,0.56,104.0,0.9976,3.28,9.4,baja
622,0.58,32.0,0.9974,3.13,9.5,baja
623,0.51,45.0,0.9974,3.49,12.1,media
624,0.69,58.0,0.9997,3.46,10.2,baja
625,0.69,58.0,0.9997,3.46,10.2,baja
626,0.6,15.0,0.9988,3.36,9.1,baja
627,0.6,15.0,0.9988,3.36,9.1,baja
628,0.54,31.0,0.9976,3.27,9.3,media
629,0.685,84.0,0.9964,3.21,9.3,baja
630,0.54,31.0,0.9976,3.27,9.3,media
631,0.28,19.0,0.9988,3.25,9.5,baja
632,0.41,43.0,0.9964,3.32,10.5,media
633,0.935,86.0,1.001,3.43,11.3,baja
634,0.35,102.0,0.9964,3.27,9.5,baja
635,0.84,33.0,0.9954,3.27,9.7,baja
636,0.88,147.0,0.9979,3.24,9.4,baja
637,0.885,145.0,0.9978,3.24,9.4,baja
638,0.915,23.0,0.9964,3.35,10.2,media
639,0.29,57.0,0.997,3.18,10.3,media
640,0.54,40.0,0.9991,3.39,9.4,baja
641,0.59,68.0,0.9992,3.46,9.5,baja
642,0.54,40.0,0.9991,3.39,9.4,baja
643,0.59,68.0,0.9992,3.46,9.5,baja
644,0.54,40.0,0.9991,3.39,9.4,baja
645,0.64,11.0,0.9984,3.37,10.1,media
646,0.67,20.0,0.9972,3.4,10.1,baja
647,0.845,14.0,0.9967,3.32,11.0,baja
648,0.48,28.0,0.9964,3.33,11.2,media
649,0.42,148.0,0.9948,3.16,11.3,media
650,0.43,32.0,0.9986,2.89,9.6,baja
651,0.88,155.0,1.001,3.41,11.2,baja
652,0.36,71.0,0.9976,2.98,14.9,baja
653,0.33,30.0,0.9976,3.12,12.0,media
654,0.47,29.0,0.9979,3.08,9.5,baja
655,0.55,53.0,1.0004,3.14,9.4,baja
656,0.43,32.0,0.9986,2.89,9.6,baja
657,0.5,42.0,0.998,2.92,10.5,media
658,0.52,20.0,0.9973,3.32,9.6,media
659,0.84,13.0,0.997,3.41,11.0,baja
660,0.52,20.0,0.9973,3.32,9.6,media
661,0.42,42.0,0.9978,3.31,9.0,baja
662,0.57,27.0,0.9972,3.36,9.6,media
663,0.28,13.0,0.9974,3.04,10.2,media
664,0.4,54.0,1.0,3.03,10.2,baja
665,0.59,48.0,0.9981,3.14,9.7,baja
666,0.49,16.0,0.998,3.18,9.5,media
667,0.34,15.0,0.9988,2.94,9.2,media
668,0.73,31.0,0.9966,3.15,11.0,baja
669,0.34,15.0,0.9988,2.94,9.2,media
670,0.4,45.0,0.9959,3.26,10.0,baja
671,0.73,13.0,0.9968,3.2,9.5,baja
672,1.24,151.0,0.998,3.15,9.5,baja
673,0.73,13.0,0.9968,3.2,9.5,baja
674,0.4,17.0,0.9984,3.08,9.3,media
675,0.41,31.0,0.9984,3.26,10.2,baja
676,0.4,17.0,0.9984,3.08,9.3,media
677,0.8,31.0,0.9979,3.4,9.9,baja
678,0.78,87.0,0.9983,3.48,10.0,baja
679,0.26,49.0,0.9972,3.13,9.6,baja
680,0.43,40.0,1.0004,3.06,9.0,baja
681,0.45,29.0,0.9962,3.21,10.2,media
682,0.46,58.0,0.998,3.33,9.8,baja
683,0.78,15.0,0.997,3.37,11.3,baja
684,0.98,152.0,0.998,3.25,9.4,baja
685,0.78,15.0,0.997,3.37,11.3,baja
686,0.65,40.0,0.997,3.44,9.1,baja
687,0.64,38.0,0.9998,3.28,9.7,baja
688,0.66,9.0,0.9962,3.4,9.4,baja
689,0.38,17.0,0.9976,3.3,9.4,baja
690,1.185,14.0,0.9966,3.63,10.7,baja
691,0.92,93.0,0.9998,3.48,9.8,baja
692,0.49,62.0,0.9979,3.03,9.0,baja
693,0.48,122.0,0.9984,3.32,9.4,baja
694,0.47,125.0,0.9984,3.31,9.4,baja
695,0.47,44.0,0.9921,3.9,12.8,media
696,0.65,25.0,0.9972,3.47,9.5,media
697,0.65,25.0,0.9972,3.47,9.5,media
698,0.615,72.0,1.0001,3.31,9.7,baja
699,0.38,19.0,0.9986,3.11,10.8,media
700,1.02,88.0,0.9984,3.08,10.1,media
701,0.65,25.0,0.9972,3.47,9.5,media
702,0.64,23.0,0.997,3.47,9.4,media
703,0.38,84.0,0.9972,3.32,9.6,baja
704,0.765,14.0,0.998,3.29,9.7,baja
705,1.035,54.0,0.999,3.37,9.9,baja
706,0.78,19.0,0.9956,3.4,10.0,baja
707,0.49,37.0,0.9966,3.37,10.5,baja
708,0.545,35.0,0.996,3.34,11.6,media
709,0.31,33.0,0.9983,3.27,10.0,media
710,1.025,84.0,0.9985,3.06,10.1,baja
711,0.565,112.0,0.9998,3.38,9.5,baja
712,0.69,33.0,0.9992,3.36,9.4,baja
713,0.43,48.0,0.9976,3.34,9.4,baja
714,0.74,77.0,0.998,3.28,9.8,baja
715,0.49,34.0,0.9967,3.29,9.2,media
716,0.43,48.0,0.9976,3.34,9.4,baja
717,0.46,49.0,0.9968,3.21,10.0,baja
718,0.56,22.0,0.9976,3.22,9.6,baja
719,0.66,45.0,0.9976,3.46,9.5,baja
720,0.56,22.0,0.9976,3.22,9.6,baja
721,0.48,106.0,0.9982,3.1,9.2,baja
722,0.42,48.0,0.9968,3.21,10.0,baja
723,0.31,127.0,0.9965,2.94,9.5,baja
724,1.115,12.0,0.9958,3.54,11.2,baja
725,0.66,13.0,0.9976,3.29,10.4,baja
726,0.72,49.0,0.9994,3.43,11.1,media
727,0.57,11.0,0.997,3.46,9.5,baja
728,0.57,11.0,0.997,3.46,9.5,baja
729,0.865,58.0,0.995,3.61,12.7,media
730,0.55,37.0,0.9982,3.17,9.6,baja
731,0.875,14.0,0.9994,3.44,11.5,baja
732,0.835,19.0,0.9966,3.39,9.6,baja
733,0.45,72.0,0.998,3.55,9.5,baja
734,0.56,39.0,0.9987,3.48,9.3,baja
735,0.965,22.0,0.9963,3.26,9.5,baja
736,0.965,22.0,0.9963,3.26,9.5,baja
737,0.59,58.0,1.0002,3.5,9.3,media
738,0.46,104.0,0.9983,3.1,9.2,baja
739,0.69,38.0,0.999,3.35,9.3,baja
740,0.76,16.0,0.9965,3.45,11.5,media
741,0.53,139.0,0.99788,3.21,9.5,baja
742,0.615,18.0,0.9972,3.46,9.2,baja
743,0.41,101.0,1.00024,3.13,10.0,baja
744,0.39,101.0,1.0001,3.13,9.5,baja
745,0.51,28.0,0.99768,3.52,9.5,media
746,0.34,57.0,0.9978,3.3,9.0,media
747,0.33,68.0,0.99782,3.3,9.4,baja
748,0.5,31.0,0.99761,3.52,9.6,media
749,0.51,28.0,0.99768,3.52,9.5,media
750,0.65,40.0,0.99803,3.29,9.5,baja
751,0.65,40.0,0.99803,3.29,9.5,baja
752,0.54,66.0,0.99785,3.39,9.4,baja
753,0.65,40.0,0.99803,3.29,9.5,baja
754,0.48,32.0,0.99656,3.09,9.1,media
755,0.91,47.0,0.99525,3.51,10.7,media
756,0.98,33.0,0.99488,3.6,11.2,media
757,0.87,31.0,0.99656,3.25,9.8,baja
758,0.87,31.0,0.99656,3.25,9.8,baja
759,0.42,88.0,0.99823,3.19,9.2,baja
760,0.58,104.0,0.99779,3.23,9.7,baja
761,0.655,35.0,0.99738,3.25,9.6,baja
762,0.7,19.0,0.99701,3.31,10.0,media
763,0.655,35.0,0.99738,3.25,9.6,baja
764,0.68,44.0,0.99888,3.31,9.5,media
765,0.67,48.0,0.99888,3.31,9.5,media
766,0.59,74.0,0.99738,3.14,9.4,baja
767,0.6,98.0,0.99938,3.45,9.5,baja
768,0.59,94.0,0.99744,3.55,9.7,media
769,0.72,32.0,0.99668,3.39,9.6,baja
770,0.59,94.0,0.99744,3.55,9.7,media
771,0.685,143.0,0.9978,3.28,9.4,baja
772,0.57,144.0,0.99782,3.27,9.4,baja
773,0.4,44.0,0.9973,3.3,9.5,media
774,0.4,45.0,0.99727,3.31,9.5,media
775,1.0,16.0,0.99586,3.43,10.0,baja
776,0.765,48.0,0.99612,3.4,10.3,media
777,0.635,18.0,0.9961,3.4,10.3,media
778,0.43,34.0,0.99788,3.36,10.5,baja
779,0.52,92.0,0.99745,3.5,9.8,baja
780,0.57,45.0,0.99676,3.31,9.4,media
781,0.46,37.0,0.99732,3.66,9.8,baja
782,0.82,96.0,0.99814,3.36,10.0,baja
783,0.46,37.0,0.99732,3.66,9.8,baja
784,0.59,85.0,0.99746,3.55,9.8,baja
785,0.35,61.0,0.9982,3.21,9.5,baja
786,0.35,61.0,0.9982,3.21,9.5,baja
787,0.56,58.0,0.9991,3.18,10.1,media
788,0.56,58.0,0.9991,3.18,10.1,media
789,0.63,119.0,0.998,3.09,9.3,baja
790,0.37,82.0,0.99708,3.33,9.7,media
791,0.64,130.0,0.99818,3.23,9.6,baja
792,0.61,87.0,0.99745,3.48,9.7,media
793,0.6,13.0,0.99639,3.38,10.8,baja
794,0.27,26.0,0.99531,3.17,12.5,media
795,0.89,60.0,0.99786,2.99,10.2,baja
796,0.46,64.0,0.99746,3.1,9.6,baja
797,0.37,42.0,0.99526,3.24,10.8,media
798,0.5,14.0,0.9987,3.29,10.7,media
799,0.5,14.0,0.9987,3.29,10.7,media
800,0.61,108.0,0.99641,3.25,9.4,baja
801,0.55,17.0,0.99735,3.23,10.0,baja
802,0.585,86.0,0.99264,3.56,12.9,media
803,0.56,46.0,0.9971,3.24,9.6,media
804,0.52,18.0,0.99682,3.26,9.9,media
805,0.28,10.0,0.99356,3.33,12.8,media
806,0.25,10.0,0.99386,3.27,12.5,media
807,0.28,10.0,0.99356,3.33,12.8,media
808,0.53,12.0,0.99702,3.26,9.2,baja
809,0.48,15.0,0.99693,3.22,10.3,media
810,0.49,14.0,0.99562,3.3,10.5,baja
811,0.5,24.0,1.00012,3.09,10.9,media
812,0.45,38.0,0.99818,3.24,10.8,baja
813,0.39,7.0,0.99462,3.44,11.4,baja
814,0.41,41.0,0.99939,3.21,11.3,media
815,0.45,38.0,0.99818,3.24,10.8,baja
816,0.51,30.0,0.9984,3.23,10.5,media
817,0.29,27.0,0.99545,3.28,11.9,media
818,0.715,47.0,0.99632,3.29,9.4,baja
819,0.66,59.0,0.99976,3.28,9.6,baja
820,0.685,22.0,0.99606,3.34,9.7,baja
821,0.42,42.0,0.99154,3.71,14.0,media
822,0.54,36.0,0.9973,3.61,9.8,baja
823,0.54,36.0,0.9973,3.61,9.8,baja
824,0.48,16.0,0.99682,3.24,10.3,baja
825,0.46,37.0,0.99624,3.36,10.7,baja
826,0.27,8.0,0.9951,3.4,11.0,media
827,0.46,37.0,0.99624,3.36,10.7,baja
828,0.57,45.0,0.99417,3.46,12.7,alta
829,0.61,24.0,0.99376,3.56,11.1,media
830,0.685,9.0,0.99632,3.38,10.9,baja
831,0.61,24.0,0.99376,3.56,11.1,media
832,0.44,48.0,0.99832,3.38,9.9,baja
833,0.47,51.0,0.99836,3.38,9.9,baja
834,0.685,23.0,0.99694,3.32,9.4,baja
835,0.665,55.0,0.99655,3.39,9.3,baja
836,0.28,100.0,0.99064,3.26,11.7,media
837,0.28,100.0,0.99064,3.26,11.7,media
838,0.31,28.0,0.99672,3.24,11.2,media
839,0.5,26.0,0.99647,3.46,10.0,baja
840,0.42,34.0,0.99736,3.24,12.1,media
841,0.66,31.0,0.99629,3.45,10.3,baja
842,0.5,68.0,0.99708,3.23,10.9,media
843,0.685,92.0,0.9963,3.28,9.4,baja
844,0.25,42.0,0.9959,3.18,10.6,media
845,0.64,31.0,0.99689,3.59,9.8,baja
846,0.64,31.0,0.99689,3.59,9.8,baja
847,0.68,39.0,0.9977,3.5,9.9,media
848,0.64,31.0,0.99689,3.59,9.8,baja
849,0.63,32.0,0.99689,3.58,9.8,baja
850,0.43,22.0,0.99708,3.28,9.5,baja
851,0.43,22.0,0.99708,3.28,9.5,baja
852,0.42,122.0,0.99801,3.22,9.7,baja
853,0.36,55.0,0.99652,3.47,10.9,media
854,0.36,55.0,0.99652,3.47,10.9,media
855,0.735,14.0,0.99538,3.51,11.7,media
856,0.36,55.0,0.99652,3.47,10.9,media
857,0.26,47.0,0.99594,3.4,11.3,media
858,0.28,32.0,0.99686,3.15,10.6,media
859,0.56,24.0,0.99438,3.4,11.2,media
860,0.62,85.0,0.99746,3.51,9.5,baja
861,1.01,88.0,0.99357,3.66,11.5,media
862,0.42,25.0,0.99628,3.24,10.4,baja
863,0.62,84.0,0.99746,3.51,9.7,baja
864,0.62,85.0,0.99746,3.51,9.5,baja
865,0.635,86.0,0.99748,3.51,9.7,baja
866,0.49,24.0,0.99438,3.41,11.3,media
867,0.51,22.0,0.99438,3.4,11.2,media
868,0.56,24.0,0.99438,3.4,11.2,media
869,0.63,43.0,0.99578,3.44,10.9,media
870,0.715,43.0,0.99371,3.41,11.8,media
871,0.56,46.0,0.99522,3.53,10.6,baja
872,0.35,48.0,0.99576,3.43,10.0,baja
873,0.21,10.0,0.99552,3.23,11.1,media
874,0.38,10.0,0.99664,3.12,11.8,media
875,0.31,16.0,0.99614,3.31,11.8,media
876,0.47,14.0,0.99517,3.4,10.9,baja
877,0.715,43.0,0.99371,3.41,11.8,media
878,0.61,69.0,0.99787,3.22,10.0,media
879,0.6,88.0,0.99745,3.53,9.5,baja
880,0.56,21.0,0.99576,3.15,9.9,baja
881,0.715,35.0,0.99533,3.48,11.4,media
882,0.31,26.0,0.99536,3.22,12.0,media
883,0.6,88.0,0.99745,3.53,9.5,baja
884,0.61,69.0,0.99787,3.22,10.0,media
885,0.75,30.0,0.99824,3.34,10.5,baja
886,0.8,28.0,0.99836,3.33,10.4,media
887,0.52,56.0,0.99577,3.15,12.1,media
888,0.57,64.0,0.99491,3.43,11.2,media
889,0.9,99.0,1.00289,3.22,9.3,baja
890,0.34,52.0,0.99576,3.44,10.1,baja
891,0.66,86.0,0.99743,3.53,9.7,baja
892,0.45,18.0,0.99774,3.22,9.3,media
893,0.66,86.0,0.99743,3.53,9.7,baja
894,0.63,88.0,0.99745,3.53,9.8,media
895,0.59,43.0,0.9955,3.42,10.7,media
896,0.31,43.0,0.99444,3.31,12.5,media
897,0.59,43.0,0.9955,3.42,10.7,media
898,0.31,43.0,0.99444,3.31,12.5,media
899,1.02,11.0,0.99892,3.48,11.0,baja
900,0.31,39.0,0.99562,3.4,11.8,baja
901,0.635,33.0,0.99736,3.58,10.8,media
902,0.635,33.0,0.99736,3.58,10.8,media
903,0.59,18.0,0.9962,3.41,10.8,media
904,0.59,18.0,0.9962,3.41,10.8,media
905,0.58,115.0,0.998,3.23,9.5,baja
906,0.54,78.0,0.9964,3.39,11.0,baja
907,0.56,9.0,0.9948,3.59,11.5,media
908,0.52,61.0,0.99528,3.43,10.8,media
909,0.305,11.0,0.99331,3.29,11.5,media
910,0.38,11.0,0.99577,3.23,13.2,media
911,0.28,9.0,0.99901,3.18,10.9,media
912,0.46,8.0,0.99674,3.33,12.2,media
913,0.395,10.0,0.99639,3.27,12.2,media
914,0.305,11.0,0.99331,3.29,11.5,media
915,0.315,6.0,0.99512,3.27,11.9,media
916,0.715,62.0,0.99395,3.62,11.0,baja
917,0.41,45.0,0.99824,3.38,10.1,media
918,0.36,79.0,0.9964,3.3,11.0,media
919,0.62,46.0,0.99504,3.38,11.8,media
920,0.41,23.0,0.99786,3.24,10.5,baja
921,0.36,79.0,0.9964,3.3,11.0,media
922,0.62,46.0,0.99504,3.38,11.8,media
923,0.41,45.0,0.99824,3.38,10.1,media
924,0.47,28.0,0.99516,3.18,11.2,baja
925,0.22,77.0,0.99604,3.47,11.0,media
926,0.24,73.0,0.99786,3.47,10.2,media
927,0.67,75.0,0.99736,3.2,9.2,baja
928,0.47,28.0,0.99516,3.18,11.2,baja
929,0.33,19.0,0.99468,3.3,12.0,media
930,0.61,25.0,0.99746,3.69,10.5,baja
931,0.61,38.0,0.99748,3.48,9.8,baja
932,0.4,66.0,0.9971,3.45,9.5,media
933,0.61,38.0,0.99748,3.48,9.8,baja
934,0.61,25.0,0.99746,3.69,10.5,baja
935,0.3,72.0,0.99543,3.39,11.8,media
936,0.3,72.0,0.99543,3.39,11.8,media
937,0.63,26.0,0.99791,3.07,10.4,baja
938,0.38,42.0,0.99356,3.34,12.9,media
939,0.46,11.0,0.99425,3.61,11.4,baja
940,0.33,25.0,0.99509,3.36,12.4,media
941,0.27,17.0,0.99484,3.19,12.5,media
942,0.43,52.0,0.99834,3.22,10.0,media
943,0.5,45.0,0.99864,3.24,9.7,media
944,0.3,24.0,0.99498,3.27,12.1,media
945,0.44,20.0,0.99566,3.14,11.1,media
946,0.44,24.0,0.99745,3.29,12.0,media
947,0.28,12.0,0.99408,3.26,12.4,media
948,0.12,21.0,0.99552,3.41,11.9,media
949,0.12,21.0,0.99552,3.41,11.9,media
950,0.12,21.0,0.99552,3.41,11.9,media
951,0.28,12.0,0.99408,3.26,12.4,media
952,0.31,10.0,0.99536,3.31,11.2,media
953,0.34,9.0,0.99458,3.2,12.1,media
954,0.43,11.0,0.99538,3.44,12.2,media
955,0.21,23.0,0.99648,3.36,10.4,baja
956,0.36,10.0,0.99568,3.31,11.3,media
957,0.37,51.0,0.99613,3.29,11.1,media
958,0.57,36.0,0.99519,3.47,11.3,media
959,0.59,32.0,0.99735,3.36,10.0,baja
960,0.47,38.0,0.99518,3.16,11.1,media
961,0.56,18.0,0.99592,3.27,9.3,baja
962,0.57,16.0,0.99654,3.38,9.5,baja
963,0.27,27.0,0.99546,3.15,11.2,media
964,0.47,38.0,0.99518,3.16,11.1,media
965,0.34,48.0,0.99554,3.34,11.0,media
966,0.38,10.0,0.99604,3.13,11.9,media
967,0.66,113.0,0.99733,3.13,9.2,baja
968,0.4,46.0,0.9943,3.2,12.2,media
969,0.56,22.0,0.99669,3.46,10.2,baja
970,0.26,10.0,0.99724,3.33,10.9,media
971,0.26,10.0,0.99724,3.33,10.9,media
972,0.38,13.0,0.99643,3.22,11.6,media
973,0.34,12.0,0.99605,3.52,10.7,baja
974,0.33,13.0,0.99658,3.3,12.1,media
975,0.41,72.0,0.997,3.44,9.4,baja
976,0.41,72.0,0.997,3.44,9.4,baja
977,0.59,119.0,0.99801,3.15,9.1,baja
978,0.4,29.0,0.99416,3.28,11.3,media
979,0.45,6.0,0.9969,3.13,10.4,baja
980,0.5,17.0,0.99774,3.32,10.5,media
981,0.86,28.0,0.99712,3.25,10.0,baja
982,0.52,70.0,0.99418,3.34,12.9,media
983,0.5,17.0,0.99774,3.32,10.5,media
984,0.45,6.0,0.9969,3.13,10.4,baja
985,0.58,11.0,0.99562,3.45,11.3,media
986,0.34,7.0,0.9947,3.19,11.4,media
987,0.36,70.0,0.99693,3.44,9.4,baja
988,0.39,27.0,0.99596,3.16,9.4,baja
989,0.295,21.0,0.99556,3.14,10.9,media
990,0.39,27.0,0.99596,3.16,9.4,baja
991,0.34,68.0,0.99694,3.45,9.4,baja
992,0.4,47.0,0.99554,3.36,9.4,media
993,0.34,68.0,0.99694,3.45,9.4,baja
994,0.35,88.0,0.99918,3.15,9.4,baja
995,0.6,41.0,0.99697,3.39,10.1,media
996,0.66,11.0,0.99378,3.71,12.8,media
997,0.66,11.0,0.99378,3.71,12.8,media
998,0.84,10.0,0.99554,3.12,9.1,media
999,0.69,12.0,0.99162,3.47,12.9,media
1000,0.43,12.0,0.99495,3.44,11.5,media
1001,0.35,47.0,0.99676,3.26,10.6,media
1002,0.29,27.0,0.99516,3.26,11.7,media
1003,0.36,8.0,0.9928,3.36,12.8,media
1004,0.43,45.0,0.99603,3.25,10.3,baja
1005,0.36,8.0,0.9928,3.36,12.8,media
1006,0.29,27.0,0.99516,3.26,11.7,media
1007,0.3,25.0,0.99516,3.26,11.7,media
1008,0.35,24.0,0.99549,3.23,12.0,media
1009,0.5,55.0,0.99722,3.18,10.9,baja
1010,0.28,12.0,0.99354,3.25,12.3,media
1011,0.32,19.0,0.9957,3.17,10.4,media
1012,1.005,32.0,0.99604,3.23,10.0,baja
1013,0.71,31.0,0.99635,3.38,10.0,media
1014,0.58,7.0,0.99454,3.22,11.2,media
1015,0.39,27.0,0.99598,3.06,11.4,media
1016,0.38,28.0,0.99486,3.27,12.6,media
1017,0.18,109.0,0.99007,2.89,12.7,media
1018,0.18,109.0,0.99007,2.89,12.7,media
1019,0.5,23.0,0.99636,3.53,10.4,baja
1020,0.36,8.0,0.99642,3.2,11.9,media
1021,0.36,8.0,0.99642,3.2,11.9,media
1022,0.51,9.0,0.99584,3.35,10.5,baja
1023,0.32,9.0,0.99506,3.27,12.3,media
1024,0.58,18.0,0.99568,3.32,10.5,media
1025,0.83,43.0,0.99822,3.33,10.4,media
1026,0.31,36.0,0.99364,3.41,12.6,media
1027,0.795,52.0,0.99378,3.49,11.6,baja
1028,0.34,68.0,0.99586,3.37,10.1,media
1029,0.58,18.0,0.99568,3.32,10.5,media
1030,0.59,14.0,0.99488,3.42,11.5,media
1031,0.55,15.0,0.99514,3.35,11.0,media
1032,0.82,14.0,0.99854,3.36,9.6,baja
1033,0.57,27.0,0.99592,3.3,10.4,media
1034,0.745,48.0,0.99739,3.2,9.7,media
1035,0.37,17.0,0.99683,3.17,10.6,media
1036,0.31,35.0,0.99356,3.22,12.5,media
1037,0.91,56.0,0.99672,3.35,9.2,baja
1038,0.41,42.0,0.9953,3.24,12.6,media
1039,0.5,39.0,0.99692,3.33,11.1,media
1040,0.965,32.0,0.99756,3.58,10.2,baja
1041,0.49,26.0,0.99547,3.38,9.8,media
1042,0.5,39.0,0.99692,3.33,11.1,media
1043,0.39,39.0,0.99859,3.29,10.9,media
1044,0.39,53.0,0.99294,3.36,12.2,media
1045,0.44,38.0,0.99438,3.32,11.4,media
1046,0.78,45.0,0.99612,3.31,10.7,media
1047,0.43,51.0,0.99634,3.49,10.4,baja
1048,0.49,14.0,0.99702,3.27,10.9,media
1049,0.5,17.0,0.99704,3.27,10.8,media
1050,0.43,51.0,0.99634,3.49,10.4,baja
1051,0.46,45.0,0.99702,3.03,9.2,baja
1052,0.605,25.0,0.99258,3.56,12.9,baja
1053,0.33,20.0,0.99426,3.38,12.7,media
1054,0.64,77.0,0.99747,3.13,9.1,media
1055,0.64,77.0,0.99747,3.13,9.1,media
1056,0.48,10.0,0.99586,3.21,12.1,media
1057,0.42,90.0,0.99784,3.15,9.1,baja
1058,0.53,52.0,0.9971,3.19,11.6,media
1059,0.48,10.0,0.99586,3.21,12.1,media
1060,0.23,8.0,0.9981,3.14,9.9,media
1061,0.4,16.0,0.99462,3.21,12.5,alta
1062,0.38,15.0,0.9956,3.3,11.4,media
1063,0.29,17.0,0.99565,3.22,11.8,media
1064,0.74,10.0,0.99418,3.28,11.8,media
1065,0.61,20.0,0.9963,3.29,10.2,media
1066,0.52,26.0,0.99358,3.4,12.5,media
1067,0.31,10.0,0.99572,3.02,10.9,media
1068,0.31,10.0,0.99572,3.02,10.9,media
1069,0.62,52.0,0.997,3.31,10.8,baja
1070,0.33,37.0,0.99498,3.18,11.1,media
1071,0.77,92.0,0.99892,3.2,9.2,baja
1072,0.35,75.0,0.9968,3.4,9.5,media
1073,0.62,37.0,0.9972,3.31,10.7,media
1074,0.77,92.0,0.99892,3.2,9.2,baja
1075,0.25,67.0,0.99769,3.44,10.2,media
1076,0.32,8.0,0.99534,3.15,11.4,media
1077,0.37,8.0,0.99817,3.27,11.0,baja
1078,0.37,8.0,0.99817,3.27,11.0,baja
1079,0.3,278.0,0.99316,3.01,12.3,media
1080,0.27,8.0,0.99471,3.16,11.8,media
1081,0.3,289.0,0.99316,3.01,12.3,media
1082,0.38,70.0,0.99685,3.42,9.5,media
1083,0.42,59.0,0.99617,3.33,12.0,media
1084,0.38,70.0,0.99685,3.42,9.5,media
1085,0.48,64.0,0.99529,3.12,9.6,baja
1086,0.34,9.0,0.99738,3.38,11.6,media
1087,0.19,30.0,0.994,3.29,11.2,media
1088,0.41,41.0,0.99735,3.02,9.9,media
1089,0.41,41.0,0.99735,3.02,9.9,media
1090,0.26,74.0,0.99451,2.98,11.8,alta
1091,0.34,19.0,0.99546,3.35,11.4,media
1092,0.54,16.0,0.99479,3.43,11.5,media
1093,0.31,31.0,0.99615,3.33,12.0,media
